PubName,Headline,Newsbody
The New York Times, FEDERAL RESOURCES reports earnings for Qtr to Oct 31," *3*** COMPANY REPORTS ** *3*FEDERAL RESOURCES Qtr to Oct 31 1986 1985 Revenue 44,000 107,000 Net loss 214,000 759,000 6mo rev 123,000 455,000 Net loss 544,000 1,014,000 The company is listed on the Boston Stock Exchange. *3*** COMPANY REPORTS ** *3*FEDERAL RESOURCES Qtr to Oct 31 1986 1985 Revenue 44,000 107,000 Net loss 214,000 759,000 6mo rev 123,000 455,000 Net loss 544,000 1,014,000 The company is listed on the Boston Stock Exchange. *3*** COMPANY REPORTS ** *3*FEDERAL RESOURCES Qtr to Oct 31 1986 1985 Revenue 44,000 107,000 Net loss 214,000 759,000 6mo rev 123,000 455,000 Net loss 544,000 1,014,000 The company is listed on the Boston Stock Exchange."
The New York Times, FEDERATED GROUP reports earnings for Qtr to Nov 30," *3*** COMPANY REPORTS ** *3*FEDERATED GROUP (OTC) Qtr to Nov 30 1986 1985 Sales 106,530,000 89,251,000 Net loss 575,000 b2,811,000 Share earns - .26 9mo sales 293,584,000 241,126,000 Net inc 808,000 8,300,000 Share earns .07 .76 *3*** COMPANY REPORTS ** *3*FEDERATED GROUP (OTC) Qtr to Nov 30 1986 1985 Sales 106,530,000 89,251,000 Net loss 575,000 b2,811,000 Share earns - .26 9mo sales 293,584,000 241,126,000 Net inc 808,000 8,300,000 Share earns .07 .76 *3*** COMPANY REPORTS ** *3*FEDERATED GROUP (OTC) Qtr to Nov 30 1986 1985 Sales 106,530,000 89,251,000 Net loss 575,000 b2,811,000 Share earns - .26 9mo sales 293,584,000 241,126,000 Net inc 808,000 8,300,000 Share earns .07 .76 b-Net income"
The New York Times, FRIES ENTERTAINMENT reports earnings for Qtr to Nov 30," *3*** COMPANY REPORTS ** *3*FRIES ENTERTAINMENT (AMEX) Qtr to Nov 30 1986 1985 Revenue 10,146,000 4,858,000 Net loss b1,256,000 c473,000 Share earns - .09 Shares outst 5,267,500 5,202,000 6mo rev 15,981,000 9,428,000 Net loss 1,370,000 c678,000 Share earns - .13 *3*** COMPANY REPORTS ** *3*FRIES ENTERTAINMENT (AMEX) Qtr to Nov 30 1986 1985 Revenue 10,146,000 4,858,000 Net loss b1,256,000 c473,000 Share earns - .09 Shares outst 5,267,500 5,202,000 6mo rev 15,981,000 9,428,000 Net loss 1,370,000 c678,000 Share earns - .13 *3*** COMPANY REPORTS ** *3*FRIES ENTERTAINMENT (AMEX) Qtr to Nov 30 1986 1985 Revenue 10,146,000 4,858,000 Net loss b1,256,000 c473,000 Share earns - .09 Shares outst 5,267,500 5,202,000 6mo rev 15,981,000 9,428,000 Net loss 1,370,000 c678,000 Share earns - .13 b-Includes a $3 million reserve and a $400,000 writeoff. c-Net income"
The New York Times, GUEST SUPPLY reports earnings for Qtr to Sept 30," *3*** COMPANY REPORTS ** *3*GUEST SUPPLY (OTC) Qtr to Sept 30 1986 1985 Sales 9,211,000 5,672,000 Net loss 513,000 b549,000 Share earns - .24 Shares outst 2,720,000 2,333,000 Yr sales 33,162,000 18,084,000 Net inc 812,000 1,235,000 Share earns .31 .68 Shares outst 2,582,000 1,824,000 *3*** COMPANY REPORTS ** *3*GUEST SUPPLY (OTC) Qtr to Sept 30 1986 1985 Sales 9,211,000 5,672,000 Net loss 513,000 b549,000 Share earns - .24 Shares outst 2,720,000 2,333,000 Yr sales 33,162,000 18,084,000 Net inc 812,000 1,235,000 Share earns .31 .68 Shares outst 2,582,000 1,824,000 *3*** COMPANY REPORTS ** *3*GUEST SUPPLY (OTC) Qtr to Sept 30 1986 1985 Sales 9,211,000 5,672,000 Net loss 513,000 b549,000 Share earns - .24 Shares outst 2,720,000 2,333,000 Yr sales 33,162,000 18,084,000 Net inc 812,000 1,235,000 Share earns .31 .68 Shares outst 2,582,000 1,824,000 b-Net income"
The New York Times, HUMANA INC reports earnings for Qtr to Nov 30," *3*** COMPANY REPORTS ** *3*HUMANA INC (NYSE) Qtr to Nov 30 1986 1985 Revenue 927,707,000 802,721,000 Net inc 40,164,000 56,056,000 Share earns .41 .57 Shares outst 102,923,607 102,951,464 *3*** COMPANY REPORTS ** *3*HUMANA INC (NYSE) Qtr to Nov 30 1986 1985 Revenue 927,707,000 802,721,000 Net inc 40,164,000 56,056,000 Share earns .41 .57 Shares outst 102,923,607 102,951,464 *3*** COMPANY REPORTS ** *3*HUMANA INC (NYSE) Qtr to Nov 30 1986 1985 Revenue 927,707,000 802,721,000 Net inc 40,164,000 56,056,000 Share earns .41 .57 Shares outst 102,923,607 102,951,464"
The New York Times, INTERNATIONAL CLINICAL LABOFRATORIES reports earnings for Qtr to Nov 30," *3*** COMPANY REPORTS ** *3*INTERNATIONAL CLINICAL LABOFRATORIES (OTC) Qtr to Nov 30 1986 1985 Revenue 45,582,000 39,608,000 Net inc 247,000 739,000 Share earns .03 .10 Shares outst 7,709,000 7,381,000 *3*** COMPANY REPORTS ** *3*INTERNATIONAL CLINICAL LABOFRATORIES (OTC) Qtr to Nov 30 1986 1985 Revenue 45,582,000 39,608,000 Net inc 247,000 739,000 Share earns .03 .10 Shares outst 7,709,000 7,381,000 *3*** COMPANY REPORTS ** *3*INTERNATIONAL CLINICAL LABOFRATORIES (OTC) Qtr to Nov 30 1986 1985 Revenue 45,582,000 39,608,000 Net inc 247,000 739,000 Share earns .03 .10 Shares outst 7,709,000 7,381,000"
The New York Times, INTERSTATE BAKERIES reports earnings for 12wks to Nov 15," *3*** COMPANY REPORTS ** *3*INTERSTATE BAKERIES (NYSE) 12wks to Nov 15 1986 1985 Sales 172,219,000 167,668,000 Net inc b3,486,000 c3,922,000 Share earns .45 .53 24wk sales 341,919,000 334,537,000 Net inc b6,546,000 c5,753,000 Share earns .85 .77 *3*** COMPANY REPORTS ** *3*INTERSTATE BAKERIES (NYSE) 12wks to Nov 15 1986 1985 Sales 172,219,000 167,668,000 Net inc b3,486,000 c3,922,000 Share earns .45 .53 24wk sales 341,919,000 334,537,000 Net inc b6,546,000 c5,753,000 Share earns .85 .77 *3*** COMPANY REPORTS ** *3*INTERSTATE BAKERIES (NYSE) 12wks to Nov 15 1986 1985 Sales 172,219,000 167,668,000 Net inc b3,486,000 c3,922,000 Share earns .45 .53 24wk sales 341,919,000 334,537,000 Net inc b6,546,000 c5,753,000 Share earns .85 .77 b-After extraordinary losses of $2,035,000 and $2,421,000 for the quarter and 6 months, respectively, from investment tax credit repeal. c-After an extraordinary tax benefit of $2,440,000 and extraordinary charge of $109,000 for the quarter, and extraordinary tax benefit of $1,544,000 and extraordinary credit of $670,000 for the 6 months. Share earnings reflect a 3-for-2 stock split Oct. 31."
The New York Times, MSI ELECTRONICS reports earnings for Year to Sept 30," *3*** COMPANY REPORTS ** *3*MSI ELECTRONICS (OTC) Year to Sept 30 1986 1985 Sales 2,533,615 2,513,423 Net inc b580,521 376,227 Share earns .43 .27 b-Includes a gain of 7 cents a share on the sale of certain operations. *3*** COMPANY REPORTS ** *3*MSI ELECTRONICS (OTC) Year to Sept 30 1986 1985 Sales 2,533,615 2,513,423 Net inc b580,521 376,227 Share earns .43 .27 b-Includes a gain of 7 cents a share on the sale of certain operations. *3*** COMPANY REPORTS ** *3*MSI ELECTRONICS (OTC) Year to Sept 30 1986 1985 Sales 2,533,615 2,513,423 Net inc b580,521 376,227 Share earns .43 .27 b-Includes a gain of 7 cents a share on the sale of certain operations."
The New York Times, NATIONAL SEMICONDUCTOR reports earnings for 12wk to Dec 14," *3*** COMPANY REPORTS ** *3*NATIONAL SEMICONDUCTOR (NYSE) 12wk to Dec 14 1986 1985 Sales 456,800,000 349,200,000 Net loss 5,700,000 b38,300,000 Shares outst 91,200,000 89,500,000 28wk sales 957,900,000 758,000,000 Net loss 7,100,000 b45,000,000 Shares outst 91,000,000 89,400,000 *3*** COMPANY REPORTS ** *3*NATIONAL SEMICONDUCTOR (NYSE) 12wk to Dec 14 1986 1985 Sales 456,800,000 349,200,000 Net loss 5,700,000 b38,300,000 Shares outst 91,200,000 89,500,000 28wk sales 957,900,000 758,000,000 Net loss 7,100,000 b45,000,000 Shares outst 91,000,000 89,400,000 *3*** COMPANY REPORTS ** *3*NATIONAL SEMICONDUCTOR (NYSE) 12wk to Dec 14 1986 1985 Sales 456,800,000 349,200,000 Net loss 5,700,000 b38,300,000 Shares outst 91,200,000 89,500,000 28wk sales 957,900,000 758,000,000 Net loss 7,100,000 b45,000,000 Shares outst 91,000,000 89,400,000 b-Includes an extraordinary credit of $2.2 million for the quarter and 28 weeks. The 28 weeks also includes a cumulative effect of an accounting change of $51.2 million. The second quarter results include a provision of approximately $7.5 million related to reductions in employment which were initiated during the quarter. The results for fiscal year 1986 were restated due to a retroactive change made in the fourth quarter of fiscal year 1986 in National's method of recognizing revenue on distributor shipments."
The New York Times, PREMIER RESOURCES LTD reports earnings for Qtr to Sept 30," *3*** COMPANY REPORTS ** *3*PREMIER RESOURCES LTD (AMEX) Qtr to Sept 30 1986 1985 Revenue 708,000 1,800,000 Net loss b1,374,000 c2,452,000 Yr rev 3,863,000 6,373,000 Net loss b2,131,000 c3,550,000 b-After a loss on disposal of discontinued operations of $713,000 for the quarter and the year. *3*** COMPANY REPORTS ** *3*PREMIER RESOURCES LTD (AMEX) Qtr to Sept 30 1986 1985 Revenue 708,000 1,800,000 Net loss b1,374,000 c2,452,000 Yr rev 3,863,000 6,373,000 Net loss b2,131,000 c3,550,000 b-After a loss on disposal of discontinued operations of $713,000 for the quarter and the year. *3*** COMPANY REPORTS ** *3*PREMIER RESOURCES LTD (AMEX) Qtr to Sept 30 1986 1985 Revenue 708,000 1,800,000 Net loss b1,374,000 c2,452,000 Yr rev 3,863,000 6,373,000 Net loss b2,131,000 c3,550,000 b-After a loss on disposal of discontinued operations of $713,000 for the quarter and the year. c-After losses from discontinued operations of $211,000 for the quarter and $835,000 for the year, and a loss of $2,675,000 on disposal of discontinued operations for the quarter and year."
The New York Times, RAGEN CORP ??????  reports earnings for Qtr to Sept 30," *3*** COMPANY REPORTS ** *3*RAGEN CORP ?????? (OTC) Qtr to Sept 30 1986 1985 Sales 6,581,422 6,850,525 Net loss b141,953 c476,469 Yr sales 27,841,389 30,683,858 Net loss b839,737 c689,075 *3*** COMPANY REPORTS ** *3*RAGEN CORP ?????? (OTC) Qtr to Sept 30 1986 1985 Sales 6,581,422 6,850,525 Net loss b141,953 c476,469 Yr sales 27,841,389 30,683,858 Net loss b839,737 c689,075 *3*** COMPANY REPORTS ** *3*RAGEN CORP ??????  (OTC) Qtr to Sept 30 1986 1985 Sales 6,581,422 6,850,525 Net loss b141,953 c476,469 Yr sales 27,841,389 30,683,858 Net loss b839,737 c689,075"
The New York Times, SOUTHERN CO reports earnings for 12mo Nov 30," *3*** COMPANY REPORTS ** *3*SOUTHERN CO (NYSE) 12mo Nov 30 1986 1985 Revenue 6,875,939,000 6,731,156,000 Net inc 870,774,000 835,015,000 Share earns 3.14 3.24 Shares outst 277,561,193 257,974,066 *3*** COMPANY REPORTS ** *3*SOUTHERN CO (NYSE) 12mo Nov 30 1986 1985 Revenue 6,875,939,000 6,731,156,000 Net inc 870,774,000 835,015,000 Share earns 3.14 3.24 Shares outst 277,561,193 257,974,066 *3*** COMPANY REPORTS ** *3*SOUTHERN CO (NYSE) 12mo Nov 30 1986 1985 Revenue 6,875,939,000 6,731,156,000 Net inc 870,774,000 835,015,000 Share earns 3.14 3.24 Shares outst 277,561,193 257,974,066"
The New York Times, SOUTHWESTERN PUBLIC SERVFICE reports earnings for Qtr to Nov 30," *3*** COMPANY REPORTS ** *3*SOUTHWESTERN PUBLIC SERVFICE (NYSE) Qtr to Nov 30 1986 1985 Revenue 183,757,000 199,028,000 Net inc 20,845,000 25,514,000 Share earns .46 .57 Yr rev 792,985,000 825,229,000 Net inc 116,584,000 113,492,000 Share earns 2.64 2.59 *3*** COMPANY REPORTS ** *3*SOUTHWESTERN PUBLIC SERVFICE (NYSE) Qtr to Nov 30 1986 1985 Revenue 183,757,000 199,028,000 Net inc 20,845,000 25,514,000 Share earns .46 .57 Yr rev 792,985,000 825,229,000 Net inc 116,584,000 113,492,000 Share earns 2.64 2.59 *3*** COMPANY REPORTS ** *3*SOUTHWESTERN PUBLIC SERVFICE (NYSE) Qtr to Nov 30 1986 1985 Revenue 183,757,000 199,028,000 Net inc 20,845,000 25,514,000 Share earns .46 .57 Yr rev 792,985,000 825,229,000 Net inc 116,584,000 113,492,000 Share earns 2.64 2.59"
The New York Times, TECHNICAL COMMUNICATIONS reports earnings for Year to Sept 30," *3*** COMPANY REPORTS ** *3*TECHNICAL COMMUNICATIONS Year to Sept 30 1986 1985 Sales 2,572,000 5,271,000 Net loss 1,190,000 b337,000 Share earns - .29 b-Net income *3*** COMPANY REPORTS ** *3*TECHNICAL COMMUNICATIONS Year to Sept 30 1986 1985 Sales 2,572,000 5,271,000 Net loss 1,190,000 b337,000 Share earns - .29 b-Net income *3*** COMPANY REPORTS ** *3*TECHNICAL COMMUNICATIONS Year to Sept 30 1986 1985 Sales 2,572,000 5,271,000 Net loss 1,190,000 b337,000 Share earns - .29 b-Net income"
The New York Times, TRANZONIC COS reports earnings for Qtr to Nov 30," *3*** COMPANY REPORTS ** *3*TRANZONIC COS (AMEX) Qtr to Nov 30 1986 1985 Sales 14,643,600 13,542,700 Net inc 604,073 581,977 Share earns .51 .48 Shares outst 1,186,458 1,221,549 9mo sales 43,387,300 41,016,900 Net inc 1,746,106 1,711,065 Share earns 1.46 1.40 Shares outst 1,195,422 1,223,029 *3*** COMPANY REPORTS ** *3*TRANZONIC COS (AMEX) Qtr to Nov 30 1986 1985 Sales 14,643,600 13,542,700 Net inc 604,073 581,977 Share earns .51 .48 Shares outst 1,186,458 1,221,549 9mo sales 43,387,300 41,016,900 Net inc 1,746,106 1,711,065 Share earns 1.46 1.40 Shares outst 1,195,422 1,223,029 *3*** COMPANY REPORTS ** *3*TRANZONIC COS (AMEX) Qtr to Nov 30 1986 1985 Sales 14,643,600 13,542,700 Net inc 604,073 581,977 Share earns .51 .48 Shares outst 1,186,458 1,221,549 9mo sales 43,387,300 41,016,900 Net inc 1,746,106 1,711,065 Share earns 1.46 1.40 Shares outst 1,195,422 1,223,029"
The New York Times, UNITED FOODS reports earnings for Qtr to Nov 30," *3*** COMPANY REPORTS ** *3*UNITED FOODS (AMEX) Qtr to Nov 30 1986 1985 Revenue 29,910,000 43,251,000 Net loss 31,000 213,000 9mo rev 83,395,000 117,830,000 Net inc 484,000 b209,000 Share earns .04 - b-Net loss *3*** COMPANY REPORTS ** *3*UNITED FOODS (AMEX) Qtr to Nov 30 1986 1985 Revenue 29,910,000 43,251,000 Net loss 31,000 213,000 9mo rev 83,395,000 117,830,000 Net inc 484,000 b209,000 Share earns .04 - b-Net loss *3*** COMPANY REPORTS ** *3*UNITED FOODS (AMEX) Qtr to Nov 30 1986 1985 Revenue 29,910,000 43,251,000 Net loss 31,000 213,000 9mo rev 83,395,000 117,830,000 Net inc 484,000 b209,000 Share earns .04 - b-Net loss"
The New York Times, UNITED SAVINGS ASSN reports earnings for Qtr to Sept 30," *3*** COMPANY REPORTS ** *3*UNITED SAVINGS ASSN Qtr to Sept 30 1986 1985 Net inc b125,580 14,421 Share earns .16 .04 Yr rev 6,640,808 2,515,358 Net inc 315,046 c145,978 Share earns .45 - b-Includes a gain of $42,978 from a tax credit. *3*** COMPANY REPORTS ** *3*UNITED SAVINGS ASSN Qtr to Sept 30 1986 1985 Net inc b125,580 14,421 Share earns .16 .04 Yr rev 6,640,808 2,515,358 Net inc 315,046 c145,978 Share earns .45 - b-Includes a gain of $42,978 from a tax credit. *3*** COMPANY REPORTS ** *3*UNITED SAVINGS ASSN Qtr to Sept 30 1986 1985 Net inc b125,580 14,421 Share earns .16 .04 Yr rev 6,640,808 2,515,358 Net inc 315,046 c145,978 Share earns .45 - b-Includes a gain of $42,978 from a tax credit. c-Net loss  The prior year results include certain pre-opening expenses allocated to the association's first fiscal year."
The New York Times, VISIONTECH INC reports earnings for Year to Oct 24," *3*** COMPANY REPORTS ** *3*VISIONTECH INC (OTC) Year to Oct 24 1986 1985 Sales 1,273,000 2,571,000 Net loss 1,618,000 6,711,000 Shares outst 10,923,705 10,855,428 *3*** COMPANY REPORTS ** *3*VISIONTECH INC (OTC) Year to Oct 24 1986 1985 Sales 1,273,000 2,571,000 Net loss 1,618,000 6,711,000 Shares outst 10,923,705 10,855,428 *3*** COMPANY REPORTS ** *3*VISIONTECH INC (OTC) Year to Oct 24 1986 1985 Sales 1,273,000 2,571,000 Net loss 1,618,000 6,711,000 Shares outst 10,923,705 10,855,428"
The New York Times, VISUAL TECHNOLOGY reports earnings for Qtr to Sept 30," *3*** COMPANY REPORTS ** *3*VISUAL TECHNOLOGY (OTC) Qtr to Sept 30 1986 1985 Sales 6,059,000 4,432,000 Net loss b5,402,000 17,334,000 Yr sales 21,581,000 24,626,000 Net loss b3,664,000 33,288,000 b-After extraordinary gains of $249,000 for the quarter and $9,847,000 for the year. *3*** COMPANY REPORTS ** *3*VISUAL TECHNOLOGY (OTC) Qtr to Sept 30 1986 1985 Sales 6,059,000 4,432,000 Net loss b5,402,000 17,334,000 Yr sales 21,581,000 24,626,000 Net loss b3,664,000 33,288,000 b-After extraordinary gains of $249,000 for the quarter and $9,847,000 for the year. *3*** COMPANY REPORTS ** *3*VISUAL TECHNOLOGY (OTC) Qtr to Sept 30 1986 1985 Sales 6,059,000 4,432,000 Net loss b5,402,000 17,334,000 Yr sales 21,581,000 24,626,000 Net loss b3,664,000 33,288,000 b-After extraordinary gains of $249,000 for the quarter and $9,847,000 for the year."
The New York Times, WILTON ENTERPRISES reports earnings for Qtr to Oct 31," *3*** COMPANY REPORTS ** *3*WILTON ENTERPRISES (OTC) Qtr to Oct 31 1986 1985 Sales 13,389,000 16,657,000 Net inc b2,006,000 1,431,000 Share earns .54 .39 b-After a tax credit of $891,000. *3*** COMPANY REPORTS ** *3*WILTON ENTERPRISES (OTC) Qtr to Oct 31 1986 1985 Sales 13,389,000 16,657,000 Net inc b2,006,000 1,431,000 Share earns .54 .39 b-After a tax credit of $891,000. *3*** COMPANY REPORTS ** *3*WILTON ENTERPRISES (OTC) Qtr to Oct 31 1986 1985 Sales 13,389,000 16,657,000 Net inc b2,006,000 1,431,000 Share earns .54 .39 b-After a tax credit of $891,000."
